CourseNumber,Title,MinCredit,MaxCredit,Description 
MATH 079A   ,Self,-1,5.0,"Self-paced review of arithmetic and algebra concepts in a computer-mediated lab setting.  Intended as a review of arithmetic prior to enrolling in MATH 080 and/or a review of algebra concepts in order to improve performance on math placement tests.  The pre-requisite knowledge and skills for entering MATH 080, 091, 092, or 098.  Upon demonstrating this knowledge, students are directly placed into MATH 080, 091, 092, or 098 without the need to retake a placement test. Topics concerning anxiety, study skills, and math course advising are also covered. Assesses Core Learning Outcome 1."
MATH 079B   ,Self,-1,5.0,"Self-paced review of arithmetic and algebra concepts in a computer-mediated lab setting.  Intended as a review of arithmetic prior to enrolling in MATH 080 and/or a review of algebra concepts in order to improve performance on math placement tests.  The pre-requisite knowledge and skills for entering MATH 080, 091, 092, or 098.  Upon demonstrating this knowledge, students are directly placed into MATH 080, 091, 092, or 098 without the need to retake a placement test. Topics concerning anxiety, study skills, and math course advising are also covered. Assesses Core Learning Outcome 1."
MATH 079C   ,Self,-1,5.0,"Self-paced review of arithmetic and algebra concepts in a computer-mediated lab setting.  Intended as a review of arithmetic prior to enrolling in MATH 080 and/or a review of algebra concepts in order to improve performance on math placement tests.  The pre-requisite knowledge and skills for entering MATH 080, 091, 092, or 098.  Upon demonstrating this knowledge, students are directly placed into MATH 080, 091, 092, or 098 without the need to retake a placement test. Topics concerning anxiety, study skills, and math course advising are also covered. Assesses Core Learning Outcome 1."
MATH 079D   ,Self,-1,5.0,"Self-paced review of arithmetic and algebra concepts in a computer-mediated lab setting.  Intended as a review of arithmetic prior to enrolling in MATH 080 and/or a review of algebra concepts in order to improve performance on math placement tests.  The pre-requisite knowledge and skills for entering MATH 080, 091, 092, or 098.  Upon demonstrating this knowledge, students are directly placed into MATH 080, 091, 092, or 098 without the need to retake a placement test. Topics concerning anxiety, study skills, and math course advising are also covered. Assesses Core Learning Outcome 1."
MATH 079S   ,Self,-1,5.0,"Self-paced review of arithmetic and algebra concepts in a computer-mediated lab setting.  Intended as a review of arithmetic prior to enrolling in MATH 080 and/or a review of algebra concepts in order to improve performance on math placement tests.  The pre-requisite knowledge and skills for entering MATH 080, 091, 092, or 098.  Upon demonstrating this knowledge, students are directly placed into MATH 080, 091, 092, or 098 without the need to retake a placement test. Topics concerning anxiety, study skills, and math course advising are also covered. Assesses Core Learning Outcome 1."
MATH 080A   ,Introduction to Algebra,-1,5.0,"Fractions, decimals, proportions and percents; U.S. Customary and metric systems of measurement; plane and solid geometric figures; signed rational numbers; exponents, scientific notation and radicals; order of operations; evaluation and simplification of algebraic expressions; solving algebraic equations."
MATH 080B   ,Introduction to Algebra,-1,5.0,"Fractions, decimals, proportions and percents; U.S. Customary and metric systems of measurement; plane and solid geometric figures; signed rational numbers; exponents, scientific notation and radicals; order of operations; evaluation and simplification of algebraic expressions; solving algebraic equations."
MATH 080C   ,Introduction to Algebra,-1,5.0,"Fractions, decimals, proportions and percents; U.S. Customary and metric systems of measurement; plane and solid geometric figures; signed rational numbers; exponents, scientific notation and radicals; order of operations; evaluation and simplification of algebraic expressions; solving algebraic equations."
MATH 080D   ,Introduction to Algebra,-1,5.0,"Fractions, decimals, proportions and percents; U.S. Customary and metric systems of measurement; plane and solid geometric figures; signed rational numbers; exponents, scientific notation and radicals; order of operations; evaluation and simplification of algebraic expressions; solving algebraic equations."
MATH 080MH  ,Introduction to Algebra,-1,5.0,"Fractions, decimals, proportions and percents; U.S. Customary and metric systems of measurement; plane and solid geometric figures; signed rational numbers; exponents, scientific notation and radicals; order of operations; evaluation and simplification of algebraic expressions; solving algebraic equations."
MATH 080S   ,Introduction to Algebra,-1,5.0,"Fractions, decimals, proportions and percents; U.S. Customary and metric systems of measurement; plane and solid geometric figures; signed rational numbers; exponents, scientific notation and radicals; order of operations; evaluation and simplification of algebraic expressions; solving algebraic equations."
